Resume_ID,Name,Skills,Experience_Years,Education,Certifications,Job_Role,Salary_Expectation,Projects_Count,Recruiter_Decision
483,Candidate_483,"Deep Learning, Machine Learning, Power BI, Cloud Computing, C++",9,M.Sc,TensorFlow Certificate,ML Engineer,116145,13,1
484,Candidate_484,"Data Analysis, Deep Learning, C++",5,B.Sc,AWS Certified,Cloud Engineer,91120,10,1
485,Candidate_485,"SQL, Deep Learning, Machine Learning, C++, Data Analysis",2,B.Tech,Google Data Analytics,ML Engineer,41555,4,0
486,Candidate_486,"Deep Learning, Power BI, SQL, Java, AWS",2,MBA,Google Data Analytics,Cloud Engineer,83276,9,1
487,Candidate_487,"Java, Data Analysis, Python",4,B.Sc,TensorFlow Certificate,Software Engineer,119599,10,1
488,Candidate_488,"Deep Learning, Cloud Computing, SQL, Data Analysis, Power BI",3,MBA,AWS Certified,Cloud Engineer,54762,0,1
489,Candidate_489,"SQL, Deep Learning, Java",6,M.Tech,TensorFlow Certificate,Cloud Engineer,58769,7,1
490,Candidate_490,"Java, Cloud Computing, C++, Power BI",6,MBA,None,Software Engineer,98247,14,1
491,Candidate_491,"Power BI, Java, Data Analysis",5,B.Sc,TensorFlow Certificate,ML Engineer,119399,5,1
492,Candidate_492,"Data Analysis, Deep Learning, Java, C++, SQL",0,B.Sc,Google Data Analytics,Data Scientist,104478,9,1
493,Candidate_493,"Machine Learning, Deep Learning, SQL, AWS, Cloud Computing",3,B.Tech,Google Data Analytics,Software Engineer,97298,2,1
494,Candidate_494,"Java, Power BI, Cloud Computing, Deep Learning",3,B.Tech,Microsoft Azure,Software Engineer,42112,10,1
495,Candidate_495,"Python, SQL, Data Analysis, Power BI, AWS",10,M.Tech,AWS Certified,Data Scientist,68890,12,1
496,Candidate_496,"Power BI, Data Analysis",1,MBA,Google Data Analytics,Data Scientist,62921,8,1
497,Candidate_497,"Java, C++, Machine Learning, Cloud Computing, SQL",1,B.Sc,None,Data Analyst,45048,4,0
498,Candidate_498,"AWS, Power BI, Cloud Computing, Python",7,M.Sc,Microsoft Azure,Cloud Engineer,84912,0,1
499,Candidate_499,"Deep Learning, Cloud Computing",8,M.Sc,None,ML Engineer,104666,12,1
500,Candidate_500,"AWS, Cloud Computing, Java, Python, SQL",7,MBA,AWS Certified,Software Engineer,43350,9,1
501,Candidate_501,"Power BI, Data Analysis, Machine Learning, Cloud Computing, AWS",2,M.Sc,Google Data Analytics,Cloud Engineer,58145,2,0
502,Candidate_502,"SQL, C++, Python",4,M.Tech,AWS Certified,Data Analyst,105186,11,1
503,Candidate_503,"Java, SQL, C++",5,B.Sc,Microsoft Azure,Data Scientist,53051,1,1
504,Candidate_504,"Python, SQL, Data Analysis, Deep Learning, Cloud Computing",2,MBA,Microsoft Azure,Data Analyst,99626,4,1
505,Candidate_505,"Java, AWS",0,MBA,Microsoft Azure,Cloud Engineer,51520,12,1
506,Candidate_506,"Java, Python",9,MBA,TensorFlow Certificate,Data Analyst,87134,8,1
507,Candidate_507,"Data Analysis, Cloud Computing, Deep Learning",7,M.Sc,TensorFlow Certificate,Data Analyst,101431,2,1
508,Candidate_508,"Power BI, Deep Learning, AWS",4,M.Tech,TensorFlow Certificate,Data Analyst,31750,0,1
509,Candidate_509,"Data Analysis, Java, C++, AWS",4,B.Sc,Microsoft Azure,Data Scientist,88053,5,1
510,Candidate_510,"AWS, Cloud Computing",7,M.Tech,Microsoft Azure,ML Engineer,85761,8,1
511,Candidate_511,"Cloud Computing, Machine Learning, Power BI, Data Analysis",8,B.Sc,None,ML Engineer,107454,11,1
512,Candidate_512,"Machine Learning, Cloud Computing",10,B.Sc,AWS Certified,ML Engineer,57935,9,1
513,Candidate_513,"AWS, Java",9,B.Tech,Microsoft Azure,Software Engineer,42182,6,1
514,Candidate_514,"AWS, Cloud Computing, Java, Python, SQL",9,B.Sc,Microsoft Azure,Data Scientist,49541,4,1
515,Candidate_515,"Python, Java, SQL",9,M.Tech,Microsoft Azure,Cloud Engineer,74813,6,1
516,Candidate_516,"Machine Learning, Power BI, Deep Learning, Data Analysis",4,B.Tech,Google Data Analytics,Data Analyst,99768,6,1
517,Candidate_517,"SQL, Java",2,M.Sc,Google Data Analytics,Data Scientist,113441,7,1
518,Candidate_518,"Java, Python",10,MBA,Microsoft Azure,Cloud Engineer,36737,6,1
519,Candidate_519,"Power BI, Machine Learning, AWS, C++",3,B.Sc,TensorFlow Certificate,Software Engineer,49426,6,1
520,Candidate_520,"Cloud Computing, Deep Learning, AWS, C++, Python",1,M.Tech,None,Data Scientist,96150,10,1
521,Candidate_521,"Java, Cloud Computing",0,B.Sc,AWS Certified,Data Scientist,104910,13,1
522,Candidate_522,"Power BI, SQL",7,MBA,Microsoft Azure,ML Engineer,65435,2,1
523,Candidate_523,"Machine Learning, C++, SQL, Java, Data Analysis",1,B.Sc,AWS Certified,Data Scientist,32983,2,0
524,Candidate_524,"C++, Cloud Computing, AWS, Java, SQL",9,M.Sc,None,Software Engineer,53510,6,1
525,Candidate_525,"Machine Learning, Python",6,B.Tech,AWS Certified,ML Engineer,36640,14,1
526,Candidate_526,"AWS, C++, Machine Learning, Power BI, Data Analysis",3,M.Tech,None,Cloud Engineer,45317,12,1
527,Candidate_527,"Machine Learning, Java, Cloud Computing, SQL, Deep Learning",8,MBA,None,ML Engineer,57345,12,1
528,Candidate_528,"Power BI, AWS, C++",0,B.Tech,TensorFlow Certificate,Data Scientist,109273,12,1
529,Candidate_529,"C++, Deep Learning, Python, SQL",1,B.Tech,Google Data Analytics,Cloud Engineer,82393,6,1
530,Candidate_530,"AWS, SQL, Data Analysis, Java",1,MBA,AWS Certified,ML Engineer,59430,13,1
531,Candidate_531,"Python, AWS, C++, Java, Deep Learning",1,MBA,None,Data Analyst,69974,2,0
532,Candidate_532,"Data Analysis, Machine Learning, Cloud Computing, C++",3,M.Tech,TensorFlow Certificate,Data Scientist,59629,12,1
533,Candidate_533,"Deep Learning, Python, C++, Power BI",0,B.Sc,Microsoft Azure,Data Analyst,103972,12,1
534,Candidate_534,"AWS, C++",8,M.Tech,Microsoft Azure,ML Engineer,113691,7,1
535,Candidate_535,"C++, Python, AWS",8,MBA,Google Data Analytics,ML Engineer,80072,9,1
536,Candidate_536,"Power BI, SQL, Java, Deep Learning, Data Analysis",6,M.Tech,Microsoft Azure,Data Analyst,42676,3,1
537,Candidate_537,"Cloud Computing, Machine Learning, Python",0,B.Tech,None,ML Engineer,115680,13,1
538,Candidate_538,"Java, Deep Learning",2,MBA,AWS Certified,Data Analyst,63933,12,1
539,Candidate_539,"Cloud Computing, SQL",7,M.Sc,None,Data Analyst,64801,13,1
540,Candidate_540,"SQL, Deep Learning, Data Analysis, AWS, Java",3,M.Tech,AWS Certified,Software Engineer,70600,1,1
541,Candidate_541,"C++, Machine Learning",0,MBA,TensorFlow Certificate,Data Scientist,65400,4,0
542,Candidate_542,"Deep Learning, AWS, Power BI, C++, Data Analysis",0,B.Tech,None,Data Analyst,119431,8,0
543,Candidate_543,"Data Analysis, Power BI",3,M.Tech,TensorFlow Certificate,Software Engineer,73001,11,1
544,Candidate_544,"Python, SQL, AWS, Machine Learning",4,MBA,TensorFlow Certificate,Data Scientist,75028,12,1
545,Candidate_545,"Java, Data Analysis, Deep Learning",10,MBA,Microsoft Azure,Cloud Engineer,67573,11,1
546,Candidate_546,"Java, Cloud Computing, AWS, SQL",6,B.Sc,Microsoft Azure,Software Engineer,86638,7,1
547,Candidate_547,"Python, Cloud Computing",7,B.Tech,AWS Certified,Data Analyst,59757,10,1
548,Candidate_548,"Python, Machine Learning, Cloud Computing, Java, AWS",1,MBA,AWS Certified,Cloud Engineer,54262,8,1
549,Candidate_549,"Machine Learning, Python, Java, SQL, Power BI",3,B.Sc,AWS Certified,Software Engineer,84842,3,1
550,Candidate_550,"Machine Learning, Power BI, Java",7,B.Tech,Google Data Analytics,Data Analyst,111470,3,1
551,Candidate_551,"AWS, C++, Python, Machine Learning, Data Analysis",5,MBA,AWS Certified,Cloud Engineer,94754,4,1
552,Candidate_552,"Machine Learning, AWS",9,B.Tech,None,Software Engineer,91665,10,1
553,Candidate_553,"Data Analysis, Python, Power BI",8,MBA,AWS Certified,Software Engineer,112856,9,1
554,Candidate_554,"Machine Learning, Java",0,B.Tech,AWS Certified,Data Analyst,85554,9,1
555,Candidate_555,"Power BI, SQL, Deep Learning, C++, Machine Learning",7,M.Tech,None,Data Analyst,111412,5,1
556,Candidate_556,"Java, SQL, Cloud Computing",4,B.Tech,Microsoft Azure,Data Analyst,102750,5,1
557,Candidate_557,"Java, Python, Power BI, AWS",6,MBA,TensorFlow Certificate,Cloud Engineer,76600,0,1
558,Candidate_558,"Machine Learning, Python, Cloud Computing, Java",2,MBA,Google Data Analytics,Data Scientist,48297,3,1
559,Candidate_559,"Python, Java, C++, Cloud Computing, Data Analysis",0,MBA,Microsoft Azure,Cloud Engineer,72874,12,1
560,Candidate_560,"Java, C++, Power BI, SQL, AWS",9,B.Sc,Google Data Analytics,Software Engineer,55425,2,1
561,Candidate_561,"Power BI, Machine Learning, Data Analysis, Cloud Computing, Deep Learning",0,B.Tech,TensorFlow Certificate,Data Analyst,54578,7,1
562,Candidate_562,"SQL, Data Analysis, AWS, Cloud Computing",2,B.Tech,Microsoft Azure,Data Scientist,84028,5,1
563,Candidate_563,"Machine Learning, Power BI, Cloud Computing, Data Analysis, Java",7,M.Sc,AWS Certified,Data Analyst,105758,12,1
564,Candidate_564,"SQL, Deep Learning",8,B.Tech,TensorFlow Certificate,Cloud Engineer,64701,8,1
565,Candidate_565,"Power BI, Cloud Computing, AWS",4,B.Tech,AWS Certified,Data Analyst,47674,1,1
566,Candidate_566,"Data Analysis, Cloud Computing, C++, Power BI, Deep Learning",8,B.Tech,TensorFlow Certificate,ML Engineer,53874,7,1
567,Candidate_567,"Machine Learning, AWS, Python, Data Analysis",10,M.Sc,AWS Certified,Data Scientist,95160,11,1
568,Candidate_568,"SQL, Deep Learning",2,M.Sc,None,Data Scientist,118801,8,0
569,Candidate_569,"Machine Learning, Python, SQL, Data Analysis",9,B.Sc,Google Data Analytics,Data Scientist,76542,8,1
570,Candidate_570,"Cloud Computing, Deep Learning, Machine Learning",7,B.Sc,None,Data Analyst,94772,8,1
571,Candidate_571,"Java, SQL, C++, Power BI",10,B.Tech,Google Data Analytics,Data Analyst,111121,10,1
572,Candidate_572,"C++, SQL, Deep Learning, Cloud Computing",7,MBA,None,Data Analyst,63742,11,1
573,Candidate_573,"Power BI, SQL, AWS, C++",5,B.Sc,Google Data Analytics,Cloud Engineer,51754,7,1
574,Candidate_574,"C++, Data Analysis",4,B.Tech,None,Software Engineer,71873,9,1
575,Candidate_575,"Cloud Computing, Power BI",5,B.Sc,AWS Certified,Cloud Engineer,39903,4,1
576,Candidate_576,"Java, Power BI, C++, Deep Learning",4,M.Tech,Microsoft Azure,Data Analyst,75648,12,1
577,Candidate_577,"Deep Learning, Power BI, SQL",1,B.Sc,Microsoft Azure,ML Engineer,39516,7,1
578,Candidate_578,"SQL, AWS",2,B.Tech,AWS Certified,Data Scientist,31591,9,1
579,Candidate_579,"Data Analysis, SQL, AWS",7,M.Tech,None,Data Analyst,101719,1,0
580,Candidate_580,"Power BI, SQL",10,B.Sc,AWS Certified,ML Engineer,116231,12,1
581,Candidate_581,"Data Analysis, C++, SQL",2,B.Sc,AWS Certified,Data Scientist,97675,7,1
582,Candidate_582,"Data Analysis, AWS, C++",0,M.Tech,Microsoft Azure,Cloud Engineer,95082,10,1
583,Candidate_583,"Machine Learning, AWS, Python, Cloud Computing",8,B.Sc,Microsoft Azure,ML Engineer,63130,12,1
584,Candidate_584,"AWS, Python, Java",8,B.Tech,Google Data Analytics,Data Scientist,116206,4,1
585,Candidate_585,"Cloud Computing, AWS, C++, Java, Machine Learning",10,M.Tech,Google Data Analytics,Data Analyst,83947,5,1
586,Candidate_586,"Java, Machine Learning, Deep Learning, Cloud Computing, Python",6,B.Sc,TensorFlow Certificate,Software Engineer,78874,4,1
587,Candidate_587,"Power BI, Data Analysis, Deep Learning, C++",9,MBA,AWS Certified,Data Scientist,79138,8,1
588,Candidate_588,"Data Analysis, Machine Learning",6,M.Tech,Google Data Analytics,Software Engineer,32719,9,1
589,Candidate_589,"AWS, Deep Learning, Java, Python, Data Analysis",10,B.Tech,AWS Certified,ML Engineer,66509,4,1
590,Candidate_590,"AWS, SQL, Deep Learning, Cloud Computing",6,M.Sc,TensorFlow Certificate,Software Engineer,48787,14,1
591,Candidate_591,"Java, Data Analysis",1,MBA,TensorFlow Certificate,Data Scientist,87932,13,1
592,Candidate_592,"Data Analysis, Python, AWS, Cloud Computing, Java",6,MBA,None,Cloud Engineer,117263,1,1
593,Candidate_593,"AWS, Data Analysis, Cloud Computing, Machine Learning, Python",10,M.Tech,None,Cloud Engineer,64832,0,1
594,Candidate_594,"C++, AWS, Data Analysis, Python",7,B.Sc,TensorFlow Certificate,Data Analyst,102545,14,1
595,Candidate_595,"Cloud Computing, AWS, SQL",7,M.Tech,Google Data Analytics,Data Scientist,31007,12,1
596,Candidate_596,"AWS, Data Analysis, Deep Learning, Java, Python",5,B.Sc,Microsoft Azure,ML Engineer,77517,2,1
597,Candidate_597,"SQL, Power BI, Python",6,M.Sc,AWS Certified,Software Engineer,117272,9,1
598,Candidate_598,"C++, Cloud Computing, Java",1,B.Sc,AWS Certified,ML Engineer,31435,14,1
599,Candidate_599,"Deep Learning, C++, AWS, SQL",4,B.Sc,None,Cloud Engineer,112197,12,1
600,Candidate_600,"Data Analysis, Power BI, Python",3,M.Sc,Google Data Analytics,Data Scientist,113807,3,1
601,Candidate_601,"Deep Learning, Cloud Computing, SQL, Power BI, Data Analysis",3,B.Sc,None,Data Analyst,37491,1,0
602,Candidate_602,"C++, AWS, Cloud Computing",10,B.Sc,TensorFlow Certificate,ML Engineer,110395,0,1
603,Candidate_603,"Java, Machine Learning, C++",5,M.Tech,Microsoft Azure,Software Engineer,103609,0,1
604,Candidate_604,"Data Analysis, Power BI, Machine Learning, AWS, SQL",5,MBA,AWS Certified,Data Analyst,50953,0,1
605,Candidate_605,"C++, Java, Machine Learning, Deep Learning, AWS",7,M.Tech,Google Data Analytics,Software Engineer,97889,10,1
606,Candidate_606,"C++, SQL, Power BI, Cloud Computing",3,B.Sc,TensorFlow Certificate,Data Scientist,117266,10,1
607,Candidate_607,"Power BI, Data Analysis, Deep Learning, Cloud Computing, AWS",3,M.Tech,None,Data Scientist,57083,12,1
608,Candidate_608,"Java, Deep Learning, Python, Power BI",6,M.Sc,AWS Certified,Data Analyst,74064,12,1
609,Candidate_609,"SQL, Power BI, C++, Python",5,M.Sc,Google Data Analytics,Data Analyst,57082,14,1
610,Candidate_610,"Python, SQL, AWS",9,MBA,Microsoft Azure,Software Engineer,74569,6,1
611,Candidate_611,"Machine Learning, C++, Deep Learning",1,M.Tech,AWS Certified,ML Engineer,43025,13,1
612,Candidate_612,"AWS, Cloud Computing, Machine Learning, C++, Python",3,M.Sc,Microsoft Azure,Software Engineer,119186,0,1
613,Candidate_613,"C++, SQL",8,M.Sc,Microsoft Azure,Data Scientist,98878,6,1
614,Candidate_614,"Deep Learning, Java, Data Analysis",6,M.Sc,Google Data Analytics,Data Scientist,105932,12,1
615,Candidate_615,"Deep Learning, SQL, Machine Learning, Cloud Computing, Data Analysis",10,B.Tech,AWS Certified,Data Analyst,80975,3,1
616,Candidate_616,"Deep Learning, Data Analysis",1,M.Sc,Microsoft Azure,ML Engineer,108797,14,1
617,Candidate_617,"AWS, Python, Cloud Computing, SQL, Deep Learning",3,M.Tech,AWS Certified,ML Engineer,107258,5,1
618,Candidate_618,"Machine Learning, SQL",10,B.Tech,None,ML Engineer,74413,2,0
619,Candidate_619,"Machine Learning, AWS, Cloud Computing, Python",7,M.Tech,Microsoft Azure,Data Analyst,63756,11,1
620,Candidate_620,"Data Analysis, AWS, Machine Learning, Power BI",4,B.Tech,None,Data Scientist,111871,14,1
621,Candidate_621,"Cloud Computing, Deep Learning, Power BI, Java, SQL",4,M.Sc,TensorFlow Certificate,Cloud Engineer,83331,10,1
622,Candidate_622,"Deep Learning, Data Analysis, SQL, C++",5,B.Sc,Microsoft Azure,Data Analyst,93416,2,1
623,Candidate_623,"Deep Learning, AWS, Python, C++",4,B.Sc,TensorFlow Certificate,Data Analyst,35626,2,1
624,Candidate_624,"Data Analysis, Machine Learning, Power BI, Cloud Computing, Python",0,M.Sc,None,Data Analyst,49982,9,1
625,Candidate_625,"AWS, Cloud Computing, Deep Learning",1,M.Sc,Google Data Analytics,Data Scientist,78290,12,1
626,Candidate_626,"Python, C++, Machine Learning, SQL, Power BI",0,M.Sc,AWS Certified,Data Scientist,112711,8,1
627,Candidate_627,"Data Analysis, Python, SQL, AWS, Java",1,B.Sc,Google Data Analytics,Software Engineer,53019,14,1
628,Candidate_628,"AWS, Python, C++, Cloud Computing",10,MBA,TensorFlow Certificate,Software Engineer,51563,7,1
629,Candidate_629,"Power BI, C++, Data Analysis",8,B.Sc,Google Data Analytics,Data Scientist,66444,0,1
630,Candidate_630,"Java, Cloud Computing",4,M.Tech,TensorFlow Certificate,Software Engineer,104318,7,1
631,Candidate_631,"C++, Machine Learning, Deep Learning, Python, AWS",10,M.Sc,None,ML Engineer,115553,13,1
632,Candidate_632,"Power BI, Java",3,B.Tech,AWS Certified,Data Scientist,91788,6,1
633,Candidate_633,"AWS, Machine Learning",4,M.Tech,TensorFlow Certificate,ML Engineer,74859,7,1
634,Candidate_634,"AWS, Python",9,M.Sc,None,ML Engineer,45251,2,1
635,Candidate_635,"Python, Power BI",8,B.Sc,Google Data Analytics,Data Scientist,41536,13,1
636,Candidate_636,"Java, SQL, Cloud Computing, AWS, Python",3,M.Sc,AWS Certified,Data Analyst,38712,3,1
637,Candidate_637,"C++, Cloud Computing",5,B.Sc,None,Data Scientist,35109,8,1
638,Candidate_638,"SQL, Machine Learning",4,B.Sc,TensorFlow Certificate,Data Scientist,84615,4,1
639,Candidate_639,"Power BI, SQL, Cloud Computing, Java, Data Analysis",7,B.Tech,TensorFlow Certificate,Data Scientist,59759,10,1
640,Candidate_640,"SQL, Python, Java, Cloud Computing, Data Analysis",0,M.Sc,AWS Certified,Software Engineer,56589,7,1
641,Candidate_641,"Machine Learning, C++, Java, Deep Learning, Data Analysis",1,B.Sc,Microsoft Azure,ML Engineer,92046,13,1
642,Candidate_642,"SQL, Data Analysis, AWS, Machine Learning",5,B.Sc,AWS Certified,ML Engineer,51804,10,1
643,Candidate_643,"Data Analysis, SQL, Power BI, Java",8,M.Sc,Google Data Analytics,Data Analyst,81195,0,1
644,Candidate_644,"Cloud Computing, Machine Learning, AWS, Data Analysis",5,M.Tech,Microsoft Azure,Cloud Engineer,60087,8,1
645,Candidate_645,"Python, Java, Data Analysis",10,MBA,Microsoft Azure,Data Analyst,99298,5,1
646,Candidate_646,"Machine Learning, Java, Python, Deep Learning",7,M.Tech,AWS Certified,Software Engineer,73408,8,1
647,Candidate_647,"Cloud Computing, Power BI, Deep Learning, C++",8,MBA,Microsoft Azure,Data Scientist,68559,13,1
648,Candidate_648,"Machine Learning, AWS, Power BI, C++",5,M.Sc,Microsoft Azure,Data Analyst,78787,5,1
649,Candidate_649,"Cloud Computing, SQL, Machine Learning, Java, Power BI",0,B.Sc,TensorFlow Certificate,ML Engineer,104663,9,1
650,Candidate_650,"Machine Learning, Python, AWS, C++, Java",1,B.Sc,None,Data Scientist,79153,11,1
651,Candidate_651,"Machine Learning, C++, SQL, Cloud Computing",0,B.Tech,None,Cloud Engineer,75004,0,0
652,Candidate_652,"Power BI, SQL",0,MBA,AWS Certified,Data Analyst,86985,12,1
653,Candidate_653,"Power BI, Deep Learning, Cloud Computing, C++",5,B.Sc,TensorFlow Certificate,Software Engineer,111061,6,1
654,Candidate_654,"SQL, AWS, Python, Power BI",6,MBA,TensorFlow Certificate,Cloud Engineer,80861,9,1
655,Candidate_655,"AWS, Java",9,B.Sc,AWS Certified,Software Engineer,98577,1,1
656,Candidate_656,"Cloud Computing, AWS",9,B.Tech,AWS Certified,Data Analyst,55003,6,1
657,Candidate_657,"Power BI, SQL, Java, C++, Data Analysis",0,M.Sc,TensorFlow Certificate,Data Analyst,101626,7,1
658,Candidate_658,"SQL, AWS, Deep Learning",2,B.Tech,TensorFlow Certificate,Data Scientist,31925,10,1
659,Candidate_659,"Data Analysis, AWS, C++, Power BI, SQL",8,B.Sc,AWS Certified,Data Analyst,56015,5,1
660,Candidate_660,"Python, AWS, C++, Cloud Computing, SQL",8,B.Tech,Microsoft Azure,Software Engineer,56289,1,1
661,Candidate_661,"Java, Cloud Computing, Power BI, Python",3,M.Tech,AWS Certified,Data Analyst,91550,13,1
662,Candidate_662,"C++, SQL, Data Analysis",10,B.Tech,Google Data Analytics,Data Analyst,56630,14,1
663,Candidate_663,"Machine Learning, Data Analysis, Java, Cloud Computing",10,B.Sc,Microsoft Azure,Data Scientist,96435,3,1
664,Candidate_664,"AWS, Machine Learning, Cloud Computing",5,M.Tech,Google Data Analytics,Software Engineer,111941,9,1
665,Candidate_665,"Java, Deep Learning, C++, Power BI, Data Analysis",9,B.Tech,TensorFlow Certificate,Software Engineer,86446,14,1
666,Candidate_666,"SQL, Power BI",8,M.Tech,TensorFlow Certificate,Data Scientist,66877,11,1
667,Candidate_667,"C++, Power BI",10,M.Sc,TensorFlow Certificate,ML Engineer,110885,1,1
668,Candidate_668,"Data Analysis, SQL, C++, AWS, Python",6,B.Tech,AWS Certified,Data Analyst,31560,11,1
669,Candidate_669,"Deep Learning, Java",2,M.Sc,None,Data Analyst,61890,9,0
670,Candidate_670,"Machine Learning, SQL, Power BI, Data Analysis",6,B.Tech,AWS Certified,Software Engineer,82579,13,1
671,Candidate_671,"Java, Power BI, Data Analysis, SQL",7,MBA,Microsoft Azure,Software Engineer,32356,12,1
672,Candidate_672,"Power BI, Java, Deep Learning, Python",6,M.Tech,AWS Certified,Data Scientist,119899,2,1
673,Candidate_673,"Java, C++, Machine Learning, AWS, SQL",1,M.Tech,Google Data Analytics,ML Engineer,46082,5,1
674,Candidate_674,"Data Analysis, C++, SQL, Power BI",5,B.Tech,Microsoft Azure,ML Engineer,32920,4,1
675,Candidate_675,"C++, Deep Learning, Cloud Computing, Power BI",10,M.Tech,None,Cloud Engineer,90315,2,0
676,Candidate_676,"Power BI, Machine Learning",9,MBA,Google Data Analytics,Data Analyst,75500,2,1
677,Candidate_677,"SQL, Deep Learning, Power BI, Machine Learning",5,M.Tech,TensorFlow Certificate,Data Analyst,60027,14,1
678,Candidate_678,"Data Analysis, Machine Learning, SQL, Java, Cloud Computing",0,B.Sc,AWS Certified,Cloud Engineer,89321,13,1
679,Candidate_679,"Power BI, C++",7,M.Tech,Google Data Analytics,Data Analyst,77908,3,1
680,Candidate_680,"C++, AWS, Machine Learning, Cloud Computing, Java",3,MBA,Microsoft Azure,ML Engineer,55963,11,1
681,Candidate_681,"AWS, Machine Learning, Data Analysis, SQL, C++",3,M.Sc,TensorFlow Certificate,Software Engineer,69063,11,1
682,Candidate_682,"Machine Learning, AWS, Deep Learning",1,M.Tech,None,ML Engineer,110818,0,0
683,Candidate_683,"SQL, C++, Data Analysis, AWS",8,B.Sc,None,Cloud Engineer,55849,3,0
684,Candidate_684,"Power BI, SQL, Python, AWS",4,MBA,TensorFlow Certificate,Software Engineer,52015,1,1
685,Candidate_685,"Cloud Computing, Java, C++",3,B.Tech,AWS Certified,Cloud Engineer,56958,1,1
686,Candidate_686,"Python, Java",1,B.Sc,Microsoft Azure,Data Scientist,75350,3,1
687,Candidate_687,"Java, Power BI, Python, Machine Learning, SQL",9,B.Sc,TensorFlow Certificate,Software Engineer,47778,2,1
688,Candidate_688,"Python, AWS, Data Analysis, Deep Learning",9,MBA,Microsoft Azure,Cloud Engineer,116652,5,1
689,Candidate_689,"Machine Learning, Python, Power BI",2,M.Tech,Microsoft Azure,Data Analyst,114878,12,1
690,Candidate_690,"C++, Python, Deep Learning",0,MBA,Microsoft Azure,ML Engineer,49975,2,1
691,Candidate_691,"Power BI, Python, Data Analysis, AWS, Java",3,B.Tech,Google Data Analytics,Software Engineer,41561,13,1
692,Candidate_692,"AWS, Cloud Computing, Deep Learning, SQL",1,B.Sc,Google Data Analytics,Data Analyst,56916,6,1
693,Candidate_693,"Deep Learning, Power BI, Machine Learning, C++",4,M.Sc,Google Data Analytics,Cloud Engineer,34648,5,1
694,Candidate_694,"Python, C++, Data Analysis",5,B.Sc,None,Data Scientist,100135,11,1
695,Candidate_695,"SQL, Python, C++, Cloud Computing, Java",6,M.Tech,TensorFlow Certificate,Software Engineer,99350,8,1
696,Candidate_696,"Java, C++, Machine Learning, Power BI, AWS",5,B.Sc,TensorFlow Certificate,Software Engineer,91272,0,1
697,Candidate_697,"Java, SQL, Deep Learning, C++",8,B.Sc,Google Data Analytics,Cloud Engineer,97649,11,1
698,Candidate_698,"Python, Machine Learning",2,B.Tech,Microsoft Azure,ML Engineer,43760,4,1
699,Candidate_699,"Machine Learning, Java, Cloud Computing, Data Analysis, C++",7,B.Tech,AWS Certified,Software Engineer,91367,11,1
700,Candidate_700,"Deep Learning, Cloud Computing, Data Analysis",3,M.Sc,Google Data Analytics,Data Scientist,82233,12,1
701,Candidate_701,"Cloud Computing, Data Analysis, Machine Learning",2,MBA,Google Data Analytics,Software Engineer,112189,5,1
702,Candidate_702,"Deep Learning, Machine Learning, AWS, C++",9,B.Sc,AWS Certified,Cloud Engineer,106619,12,1
703,Candidate_703,"Power BI, C++, Machine Learning, Python, Java",8,B.Sc,Google Data Analytics,ML Engineer,36276,0,1
704,Candidate_704,"Cloud Computing, Python, Deep Learning",3,B.Tech,AWS Certified,Cloud Engineer,109530,7,1
705,Candidate_705,"C++, Data Analysis",0,B.Tech,Microsoft Azure,Data Scientist,112495,8,1
706,Candidate_706,"Deep Learning, Python, AWS",5,MBA,TensorFlow Certificate,Data Scientist,115112,3,1
707,Candidate_707,"Power BI, Cloud Computing, SQL, Data Analysis, Machine Learning",10,M.Sc,AWS Certified,ML Engineer,81886,4,1
708,Candidate_708,"Cloud Computing, AWS, SQL",4,M.Sc,AWS Certified,Data Scientist,39847,11,1
709,Candidate_709,"Cloud Computing, Deep Learning, Power BI, Data Analysis",7,MBA,Microsoft Azure,ML Engineer,113310,11,1
710,Candidate_710,"C++, SQL",5,B.Sc,AWS Certified,Data Analyst,113194,11,1
711,Candidate_711,"Data Analysis, Machine Learning, SQL, C++, Power BI",3,M.Tech,None,Data Analyst,111537,1,0
712,Candidate_712,"Python, Data Analysis",8,MBA,Google Data Analytics,Data Scientist,30281,14,1
713,Candidate_713,"Java, Power BI, AWS, Cloud Computing, Python",0,M.Sc,AWS Certified,Data Analyst,31058,6,1
714,Candidate_714,"AWS, Deep Learning, Data Analysis, SQL, C++",5,B.Tech,TensorFlow Certificate,ML Engineer,58404,4,1
715,Candidate_715,"C++, Power BI, Data Analysis, AWS",10,M.Sc,None,Software Engineer,59856,4,0
716,Candidate_716,"Python, Java",0,M.Tech,None,Data Scientist,63997,2,0
717,Candidate_717,"Python, Java, Cloud Computing",9,B.Tech,Google Data Analytics,Cloud Engineer,65057,3,1
718,Candidate_718,"Python, Java, Deep Learning",7,B.Tech,Google Data Analytics,ML Engineer,95661,10,1
719,Candidate_719,"Python, SQL",1,B.Tech,Microsoft Azure,Data Scientist,119393,8,1
720,Candidate_720,"Machine Learning, Deep Learning, C++, Data Analysis, Python",8,B.Tech,Microsoft Azure,Data Scientist,86503,6,1
721,Candidate_721,"C++, Deep Learning, AWS, Python, Java",10,M.Tech,Microsoft Azure,Data Scientist,39110,1,1
